"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2014-12","Dec-2014","IDX","Index","0","units","2010_100","2010=100",109.5989,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2015-01","Jan-2015","IDX","Index","0","units","2010_100","2010=100",108.8566,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2015-02","Feb-2015","IDX","Index","0","units","2010_100","2010=100",109.3423,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2015-03","Mar-2015","IDX","Index","0","units","2010_100","2010=100",109.9149,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2015-04","Apr-2015","IDX","Index","0","units","2010_100","2010=100",110.3123,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2015-05","May-2015","IDX","Index","0","units","2010_100","2010=100",110.5395,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2015-06","Jun-2015","IDX","Index","0","units","2010_100","2010=100",110.5157,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2015-07","Jul-2015","IDX","Index","0","units","2010_100","2010=100",110.3379,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2015-08","Aug-2015","IDX","Index","0","units","2010_100","2010=100",110.3947,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2015-09","Sep-2015","IDX","Index","0","units","2010_100","2010=100",110.3253,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2015-10","Oct-2015","IDX","Index","0","units","2010_100","2010=100",110.6006,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2015-11","Nov-2015","IDX","Index","0","units","2010_100","2010=100",110.5776,,
"OECDE","OECD - Europe","CPALTT01","CPI: 01-12 - All items","IXOB","Index","M","Monthly","2015-12","Dec-2015","IDX","Index","0","units","2010_100","2010=100",110.5718,,
